1;8156;"P WEH WHR Erlenbach                 ORG Stollen                   MWV    Ws-Stand";2017;05;15;15;58;00;s;82.495117;cm;D
2;8157;"P WEH WHR Erlenbach                 ORG Rechen                    MWV    Gefälle";2017;05;15;15;58;00;s;57.495117;cm;D
10;8169;"P OR  WKW Mühleberg                  E3 Aare                      MWV    Abfluss";2017;05;15;15;58;00;s;178.982193;m3/s;D
11;97;"A MAA WKW Summenbildung                                           MWV    Q-SumPGO";2017;05;15;15;58;00;s;0.087719;MVar;D
13;8188;"P MAA WKW Niederried                                              MWV    Q-Sum";2017;05;15;15;58;00;s;0.000000;MVar;D
14;8189;"P MAA WKW Aarberg                                                 MWV    P-Sum";2017;05;15;15;58;00;s;15.347270;MW;D
15;8190;"P MAA WKW Aarberg                                                 MWV    Q-Sum";2017;05;15;15;58;00;s;-0.175232;MVar;D
16;8191;"P MAA WKW Hagneck                                                 MWV    P-Sum";2017;05;15;15;58;00;s;16.161179;MW;D
17;8192;"P MAA WKW Hagneck                                                 MWV    Q-Sum";2017;05;15;15;58;00;s;-0.334801;MVar;D
18;8193;"P MAA WKW Brügg                                                   MWV    P-Sum";2017;05;15;15;58;00;s;2.017151;MW;D
19;8194;"P MAA WKW Brügg                                                   MWV    Q-Sum";2017;05;15;15;58;00;s;-0.179636;MVar;D
20;106;"A MAA WKW Summenbildung                                           MWV    P-SumPGS";2017;05;15;15;58;00;s;75.284882;MW;D
21;107;"A MAA WKW Summenbildung                                           MWV    Q-SumPGS";2017;05;15;15;58;00;s;2.671963;MVar;D
22;108;"A MAA WKW Summenbildung                                           MWV    P-SumTot";2017;05;15;15;58;00;s;157.114044;MW;D
23;109;"A MAA WKW Summenbildung                                           MWV    Q-SumTot";2017;05;15;15;58;00;s;2.196848;MVar;D
24;110;"A MAA WKW Summenbildung                                           MWV    C-SumTot";2017;05;15;15;58;00;s;0.999902;;D
25;8195;"P MAA WKW Niederried                                              MWV    P-Sum";2017;05;15;15;58;00;s;14.840236;MW;D
27;73;"A ALG PMS Laupen LHG                                              MWV    Q";2017;05;15;15;58;00;s;30.939329;m3/s;D
28;74;"A ALG PMS Thun                                                    MWV    Q";2017;05;15;15;58;00;s;171.541794;m3/s;D
29;75;"A ALG PMS Schönau LHG                                             MWV    Q";2017;05;15;15;58;00;s;175.987839;m3/s;D
30;8170;"P MAA WKW Bannwil                                                 MWV    P-Sum";2017;05;15;15;58;00;s;19.775000;MW;D
31;8171;"P MAA WKW Mühleberg                                               MWV    Sum-P1-6";2017;05;15;15;58;00;s;18.858862;MW;D
32;8172;"P MAA WKW Mühleberg                                               MWV    Sum-P1-7";2017;05;15;15;58;00;s;27.510111;MW;D
33;8173;"P MAA WKW Mühleberg                                               MWV    Sum-Q1-6";2017;05;15;15;58;00;s;3.182353;MVar;D
34;8174;"P MAA WKW Mühleberg                                               MWV    Sum-Q1-7";2017;05;15;15;58;00;s;3.008351;MVar;D
35;8175;"P WEH WF  Zwirgi                    WHF Einlauf Staubecken        SCHUTZ";2017;05;15;15;58;00;s;183.512497;cm;D
36;8176;"P MAA WKW Niederried                ORG Rechen                    RECHEN M1";2017;05;15;15;58;00;s;15.988647;cm;D
37;8177;"P MAA WKW Niederried                ORG Rechen                    RECHEN M2";2017;05;15;15;58;00;s;8.890041;cm;D
38;8178;"P MAA WKW Aarberg                   ORG Rechen                    RECHEN M1";2017;05;15;15;58;00;s;8.148442;cm;D
39;8179;"P MAA WKW Aarberg                   ORG Rechen                    RECHEN M2";2017;05;15;15;58;00;s;8.780175;cm;D
40;8180;"P MAA WKW Niederried                                              MWV    Abfl";2017;05;15;15;58;00;s;189.776306;m3/s;D
41;8181;"P WEH WHR Aarberg                   PWZ Pflichtwasserzentrale     BG     KSS";2017;05;15;15;58;00;s;0.991852;cm;D
42;8182;"P MAA WKW Aarberg                   PWZ Pflichtwasserzentrale     BG     TU";2017;05;15;15;58;00;s;10.467849;cm;D
43;8183;"P MAA WKW Aarberg                                                 MWV    Abfl";2017;05;15;15;58;00;s;186.135437;m3/s;D
44;6371;"M 0.4 UST ZLS Eigenbedarf LSM                                     MWV    P-Total";2017;05;15;15;58;00;s;191.973633;kW;D
45;6372;"M 0.4 UST ZLS Eigenbedarf LSM                                     MWV    Q-Total";2017;05;15;15;58;00;s;7.605213;kVar;DU
46;8184;"P MAA WKW Kandergrund                                             MWV    P-Sum";2017;05;15;15;58;00;s;16.494465;MW;D
47;8185;"P MAA WKW Kandergrund                                             MWV    Q-Sum";2017;05;15;15;58;00;s;-0.116279;MVar;D
48;8186;"P MAA WKW Erlenbach                                               MWV    P-Sum";2017;05;15;15;58;00;s;15.419998;MW;D
49;8187;"P MAA WKW Erlenbach                                               MWV    Q-Sum";2017;05;15;15;58;00;s;0.049998;MVar;D
50;96;"A MAA WKW Summenbildung                                           MWV    P-SumPGO";2017;05;15;15;58;00;s;57.986450;MW;D
51;8213;"P MAA WKW Spiez                                                   MWV    Q-Sum";2017;05;15;15;58;00;s;0.000000;MVar;D
54;115;"M 16  UST Leissigen                  50 Trafo 1                   MWV    I_Proz";2017;05;15;15;58;00;s;22.638016;%;D
55;7049;"M TRF UST Gasel                                                   MWV    P";2017;05;15;15;58;00;s;-9.400463;MW;D
56;7050;"M TRF UST Gasel                                                   MWV    Q";2017;05;15;15;58;00;s;-0.400409;MVar;D
57;7051;"M TRF UST Gasel                                                   MWV    I";2017;05;15;15;58;00;s;315.976440;A;D
58;120;"M 16  UST Test                       20 Trafo 1                   MWV    S";2017;05;15;15;58;00;s;0.000000;MVA;D
59;8196;"P WEH WHR Niederried                ORG Rechen Stollen KAL        MWV    Gefälle";2017;05;15;15;58;00;s;6.649983;cm;D
60;8197;"P MAA WKW Bannwil                                                 MWV    Q-Sum";2017;05;15;15;58;00;s;-0.960002;MVar;D
61;122;"A MAA WKW Summenbildung                                           MWV    P-SumONY";2017;05;15;15;58;00;s;23.842705;MW;D
62;123;"A MAA WKW Summenbildung                                           MWV    Q-SumONY";2017;05;15;15;58;00;s;-0.562833;MVar;D
63;8198;"P WRE WKW Niederried                ORG Wasserstandsregelung      REG    MAAReg_Q";2017;05;15;15;58;00;s;233.039978;m3/s;D
65;8199;"P MAA WKW Wynau                     ORG Rechen                    RECHEN M5+M6";2017;05;15;15;58;00;s;0.000000;cm;D
66;8200;"P WEH WF  Zwirgi                    WHF Dotierung                 SCHUTZ";2017;05;15;15;58;00;s;0.894531;cm;D
67;8201;"P WEH WF  Zwirgi                    WHF Einlauf Staubecken        SCHUTZ";2017;05;15;15;58;00;s;0.000000;cm;D
68;8206;"P MAA WKW Wynau                                                   MWV    Q-Sum";2017;05;15;15;58;00;s;0.397169;MVar;D
69;8207;"P WRE WHR Mühleberg                                               MWV    WHRGABof";2017;05;15;15;58;00;s;0.000000;m3/s;D
70;8798;"M 16  UST Habstetten";2017;05;15;15;58;00;s;16.700001;kV;D
71;7052;"M TRF UST Wynau                                                   MWV    EIP";2017;05;15;15;58;00;s;16.000000;kV;D
73;8208;"P WEH WHR Simmefassung              WHF Wehrfeld 1                KLAPPE 11";2017;05;15;15;58;00;s;65.933716;cm;D
